Nr.|Codice Fiscale|Importo contributo
7949|03158580831|4694.4
7950|03154190783|4880.0
7951|03151740606|3432.0
7952|03151270174|5238.4
7953|03147910164|6675.2
7954|03146130400|4723.2
7955|03146090984|5683.2
7956|03142660962|4684.8
7957|03142590169|4979.2
7958|03140370986|3960.0
7959|03139060044|4409.6
7960|03138300276|4576.0
7961|03134600174|5868.8
7962|03132950548|5712.0
7963|03130691201|5728.0
7964|03125500540|4512.0
7965|03122820602|4716.8
7966|03121030989|7724.8
7967|03120850601|5292.8
7968|03120030600|4048.0
7969|03118160179|4400.0
7970|03116400262|4486.4
7971|03114950599|5379.2
7972|03114520608|11811.2
7973|03113380046|5939.2
7974|03112821206|4611.2
7975|03112290600|10147.2
7976|03111700732|4496.0
7977|03111580738|4816.0
7978|03110840646|4672.0
7979|03110410606|2024.0
7980|03106440211|3608.0
7981|03106430238|5529.6
7982|03099860805|3872.0
7983|03097980548|4531.2
7984|03097600781|4560.0
7985|03092410244|4454.4
7986|03092290604|4524.8
7987|03090820733|6492.8
7988|03089390730|4672.0
7989|03088450733|4793.6
7990|03087880609|6022.4
7991|03080270303|6121.6
7992|03076891203|4809.6
7993|03070340306|5219.2
7994|03068740731|5388.8
7995|03065640371|5513.6
7996|03064040987|6236.8
7997|03063550168|5248.0
7998|03063450302|1848.0
7999|03063230241|2640.0
8000|03061260646|4636.8
8001|03053900548|4409.6
8002|03051720369|4486.4
8003|03049901204|5004.8
8004|03047440643|6524.8
8005|03046260984|9958.4
8006|03045320235|4681.6
8007|03044560302|4896.0
8008|03042120307|5305.6
8009|03042010961|5888.0
8010|03040261202|6028.8
8011|03039670363|4422.4
8012|03038560607|3960.0
8013|03036631202|5369.6
8014|03034360176|4739.2
8015|03033000542|4499.2
8016|03031290541|4476.8
8017|03029920604|4848.0
8018|03029820960|5721.6
8019|03029490608|4438.4
8020|03026020606|4876.8
8021|03023270238|4521.6
8022|03019800980|4854.4
8023|03019510340|5788.8
8024|03018300040|5964.8
8025|03014740124|4560.0
8026|03010230047|4544.0
8027|03008670592|4787.2
8028|03006240307|2640.0
8029|03003830126|4675.2
8030|03002040040|4620.8
8031|03000020739|4492.8
8032|02999180736|4662.4
8033|02996770737|4409.6
8034|02991750593|6374.4
8035|02990971208|4720.0
8036|02987700602|5001.6
8037|02985610605|4864.0
8038|02983290608|6422.4
8039|02980690644|5334.4
8040|02979450349|5116.8
8041|02975980307|5811.2
8042|02975970308|4780.8
8043|02975250305|5414.4
8044|02974970176|6992.0
8045|02974160349|4739.2
8046|02971530924|4924.8
8047|02969860309|6924.8
8048|02966500841|5030.4
8049|02965040302|9385.6
8050|02964570218|4832.0
8051|02964560730|6112.0
8052|02962390130|6284.8
8053|02961100738|5008.0
8054|02960550305|4528.0
8055|02959370590|4905.6
8056|02958321206|4521.6
8057|02958011203|3168.0
8058|02955990540|5075.2
8059|02955331208|4652.8
8060|02948200593|5651.2
8061|02948160045|5379.2
8062|02947640302|4729.6
8063|02947521205|4835.2
8064|02940830363|5155.2
8065|02938850787|4448.0
8066|02935810347|6963.2
8067|02935420600|4566.4
8068|02932240597|4758.4
8069|02930560426|4972.8
8070|02930160276|4905.6
8071|02924600907|4816.0
8072|02921820300|4518.4
8073|02921670127|4777.6
8074|02920290349|5126.4
8075|02919200986|4672.0
8076|02918150307|4700.8
8077|02916500735|5148.8
8078|02914990987|5020.8
8079|02912630908|4688.0
8080|02911390363|4681.6
8081|02909470300|4312.0
8082|02908670132|5427.2
8083|02906360306|5152.0
8084|02903930309|6889.6
8085|02903580609|1848.0
8086|02902350301|5580.8
8087|02901040804|10144.0
8088|02899540302|5632.0
8089|02899330605|7251.2
8090|02899270736|6326.4
8091|02896251200|4755.2
8092|02895160808|4560.0
8093|02894890785|5817.6
8094|02893290045|5350.4
8095|02892270543|5116.8
8096|02892211208|6182.4
8097|02891900611|3080.0
8098|02891650794|4803.2
8099|02887660302|4136.0
8100|02886410303|8086.4
8101|02885541207|1848.0
8102|02885400602|5904.0
8103|02882990613|5049.6
8104|02879560593|4569.6
8105|02879340830|5779.2
8106|02878280425|2904.0
8107|02877910428|4566.4
8108|02872250341|4224.0
8109|02870910540|7968.0
8110|02865260422|4720.0
8111|02863890832|1760.0
8112|02863651200|4416.0
8113|02861090427|5580.8
8114|02854390545|5209.6
8115|02853370357|4224.0
8116|02852630355|5433.6
8117|02852250428|5001.6
8118|02849570813|5392.0
8119|02848230849|6470.4
8120|02847060817|4822.4
8121|02845510425|4739.2
8122|02844810180|6358.4
8123|02843660594|6105.6
8124|02843070349|4764.8
8125|02843020641|4560.0
8126|02842520427|6067.2
8127|02842050607|4136.0
8128|02841250349|4432.0
8129|02840940304|5363.2
8130|02840840652|4585.6
8131|02839560733|4624.0
8132|02839170608|5561.6
8133|02837160999|5232.0
8134|02835690120|4758.4
8135|02834650349|4560.0
8136|02833830645|5792.0
8137|02833410992|4908.8
8138|02832340422|4732.8
8139|02831720426|4406.4
8140|02830020182|4761.6
8141|02828140422|4771.2
8142|02827900420|4473.6
8143|02827600426|4720.0
8144|02826030591|4716.8
8145|02825180355|1936.0
8146|02822080806|4716.8
8147|02820630602|4918.4
8148|02819980596|4905.6
8149|02818150985|4806.4
8150|02818110815|4784.0
8151|02814010985|4624.0
8152|02813530421|4496.0
8153|02812070643|4694.4
8154|02811700356|5683.2
8155|02811500350|4656.0
8156|02810990818|6656.0
8157|02808810614|4403.2
8158|02805890049|4643.2
8159|02801350352|5516.8
8160|02800050995|4457.6
8161|02799440165|5715.2
8162|02798980351|4972.8
8163|02795300421|4627.2
8164|02794610424|2464.0
8165|02794340345|4521.6
8166|02793750049|2992.0
8167|02791700210|4864.0
8168|02791510981|4710.4
8169|02791150341|4921.6
8170|02787110341|6048.0
8171|02785180304|7641.6
8172|02784730596|4480.0
8173|02783680305|5478.4
8174|02782451203|4483.2
8175|02782440909|4444.8
8176|02777440344|4691.2
8177|02777120755|4492.8
8178|02776610590|4617.6
8179|02775610906|4716.8
8180|02774160838|5427.2
8181|02770080345|4982.4
8182|02769990355|4531.2
8183|02769710126|6524.8
8184|02769590411|6275.2
8185|02768990349|9475.2
8186|02768330413|4457.6
8187|02768080307|5360.0
8188|02767620996|4515.2
8189|02767350347|4985.6
8190|02767190925|4752.0
8191|02766700344|12121.6
8192|02766110411|4588.8
8193|02765650904|4627.2
8194|02764370355|8931.2
8195|02763410343|5488.0
8196|02761240304|7721.6
8197|02759800044|4521.6
8198|02759291202|7219.2
8199|02759260967|7443.2
8200|02758910422|5376.0
8201|02755770902|4544.0
8202|02755070428|5459.2
8203|02751730900|4572.8
8204|02751131208|4524.8
8205|02750020303|7990.4
8206|02747730998|4444.8
8207|02747120992|4896.0
8208|02746530308|5081.6
8209|02741060160|9868.8
8210|02739970818|5139.2
8211|02739950695|4611.2
8212|02739430029|4912.0
8213|02737200028|5225.6
8214|02735040368|5651.2
8215|02733490029|4630.4
8216|02732220021|5088.0
8217|02732000993|5436.8
8218|02730780422|4809.6
8219|02729550695|3960.0
8220|02728640810|4617.6
8221|02728170396|4716.8
8222|02723950925|4979.2
8223|02721680342|5990.4
8224|02721670426|4528.0
8225|02721540694|3256.0
8226|02721340244|3784.0
8227|02721220594|6953.6
8228|02719720274|4691.2
8229|02717270025|4732.8
8230|02713870968|4953.6
8231|02710930419|5155.2
8232|02710010592|5587.2
8233|02709950733|5014.4
8234|02708640046|7142.4
8235|02707460420|5308.8
8236|02706750649|6835.2
8237|02705570303|5091.2
8238|02705020648|6147.2
8239|02703580601|5248.0
8240|02703220810|4793.6
8241|02702470812|7254.4
8242|02702300068|4460.8
8243|02701420412|4918.4
8244|02701180271|5696.0
8245|02696590351|4540.8
8246|02695280186|4467.2
8247|02695200283|5305.6
8248|02695180741|4752.0
8249|02695060026|4979.2
8250|02694140548|2376.0
8251|02691950741|10016.0
8252|02691450692|4684.8
8253|02691340737|4985.6
8254|02691290064|4512.0
8255|02688320163|4816.0
8256|02687940060|7580.8
8257|02687460994|2728.0
8258|02685200160|5292.8
8259|02684130699|4438.4
8260|02684000413|4464.0
8261|02682380593|4048.0
8262|02681790990|4576.0
8263|02681220600|4806.4
8264|02681070419|5100.8
8265|02680610025|4579.2
8266|02679480406|4518.4
8267|02678890365|6950.4
8268|02677600021|5382.4
8269|02677471209|4819.2
8270|02677340354|5193.6
8271|02676740034|5312.0
8272|02676680032|4428.8
8273|02676560416|4566.4
8274|02676460344|27952.0
8275|02675560599|4758.4
8276|02675360222|3080.0
8277|02675001206|4640.0
8278|02674640368|4774.4
8279|02673000416|8092.8
8280|02672100696|4828.8
8281|02671890420|11529.6
8282|02671820021|4691.2
8283|02671400352|3872.0
8284|02671260418|2288.0
8285|02670340393|4403.2
8286|02670160692|4857.6
8287|02669250280|4665.6
8288|02668520394|6300.8
8289|02667850602|5292.8
8290|02667800391|4672.0
8291|02667640995|4547.2
8292|02666950213|7804.8
8293|02666260027|4627.2
8294|02665600181|4486.4
8295|02665230609|4816.0
8296|02664140908|6992.0
8297|02663720908|5158.4
8298|02662980206|4473.6
8299|02662430343|5040.0
8300|02661900601|5504.0
8301|02661320040|4931.2
8302|02661310900|4560.0
8303|02660170784|4883.2
8304|02659790345|6432.0
8305|02658420548|5232.0
8306|02655860027|4451.2
8307|02654100599|5244.8
8308|02653110649|5139.2
8309|02651170207|8940.8
8310|02648800817|6758.4
8311|02648210181|4633.6
8312|02647110028|4816.0
8313|02646850350|4940.8
8314|02645620994|4716.8
8315|02643020593|3256.0
8316|02642650424|7440.0
8317|02642060061|5702.4
8318|02641250697|4748.8
8319|02640640906|4944.0
8320|02639990353|4672.0
8321|02638600466|4422.4
8322|02638430229|4448.0
8323|02637800356|5337.6
8324|02637690468|7472.0
8325|02636810810|5792.0
8326|02636730422|4928.0
8327|02636510691|6352.0
8328|02635880814|5772.8
8329|02635660745|5398.4
8330|02633330697|4758.4
8331|02632790792|4579.2
8332|02632450413|5030.4
8333|02632180226|5216.0
8334|02631970429|3344.0
8335|02631920697|5248.0
8336|02631830300|6518.4
8337|02630450415|4659.2
8338|02630420996|5500.8
8339|02630230411|4400.0
8340|02629270204|5388.8
8341|02628680411|4748.8
8342|02628270270|2200.0
8343|02628170033|8476.8
8344|02627210392|3872.0
8345|02624520207|4400.0
8346|02624370207|5456.0
8347|02622160394|5168.0
8348|02622110738|2376.0
8349|02621890348|3432.0
8350|02621810189|4400.0
8351|02621560065|4592.0
8352|02620970224|5459.2
8353|02619340181|4515.2
8354|02618380022|4486.4
8355|02618140905|10515.2
8356|02617740341|4960.0
8357|02616900417|6195.2
8358|02616240020|4400.0
8359|02615430812|5094.4
8360|02614820302|4755.2
8361|02614240246|6185.6
8362|02612610960|5312.0
8363|02610980209|6579.2
8364|02610600468|6268.8
8365|02610460814|1848.0
8366|02609290305|4803.2
8367|02609020462|5225.6
8368|02608591208|5072.0
8369|02606690903|3344.0
8370|02606520803|4739.2
8371|02606160428|6742.4
8372|02605420419|4736.0
8373|02602260982|5420.8
8374|02602160695|4675.2
8375|02601940998|6662.4
8376|02599850423|4566.4
8377|02599850183|5872.0
8378|02599750904|5500.8
8379|02599070022|6054.4
8380|02598940696|5251.2
8381|02598920425|5916.8
8382|02598640429|4672.0
8383|02597210992|4473.6
8384|02594620417|4742.4
8385|02592090811|2640.0
8386|02591530429|3080.0
8387|02591100421|6326.4
8388|02590670358|8720.0
8389|02590530305|5596.8
8390|02589590351|43929.6
8391|02588910204|2376.0
8392|02588240396|8224.0
8393|02587820982|7680.0
8394|02587670395|6019.2
8395|02586470128|3960.0
8396|02586220341|7408.0
8397|02586150415|5494.4
8398|02586100352|6678.4
8399|02585150697|4492.8
8400|02584970996|11190.4
8401|02584860064|4540.8
8402|02584560417|5200.0
8403|02582640344|4508.8
8404|02582420390|5628.8
8405|02581980410|6176.0
8406|02581900061|2904.0
8407|02581140817|4224.0
8408|02579950185|4412.8
8409|02579560810|2376.0
8410|02576960872|4745.6
8411|02573670409|5001.6
8412|02572680037|4656.0
8413|02570630984|4800.0
8414|02570570032|4940.8
8415|02570280905|7824.0
8416|02567700428|4553.6
8417|02567330283|5059.2
8418|02566960742|5152.0
8419|02566800997|5801.6
8420|02566670028|4454.4
8421|02566290421|4876.8
8422|02565880206|5843.2
8423|02565630189|4579.2
8424|02565320690|6988.8
8425|02564260244|4966.4
8426|02562400222|4931.2
8427|02561510062|4947.2
8428|02560970390|5440.0
8429|02558650350|4748.8
8430|02556830202|4822.4
8431|02556490411|7184.0
8432|02555890041|4505.6
8433|02555780747|5260.8
8434|02552540235|4992.0
8435|02549490411|4899.2
8436|02549180467|5728.0
8437|02548070982|4521.6
8438|02547590980|4470.4
8439|02545070548|4512.0
8440|02542660986|4476.8
8441|02541770901|12083.2
8442|02541530974|4732.8
8443|02540520240|4585.6
8444|02539650909|4748.8
8445|02539400354|6774.4
8446|02539320693|5126.4
8447|02534200395|6716.8
8448|02532660590|4640.0
8449|02530570288|4579.2
8450|02530060033|5625.6
8451|02529810422|1760.0
8452|02529770998|5264.0
8453|02528490697|5862.4
8454|02526190463|4576.0
8455|02526100363|4438.4
8456|02525780983|5091.2
8457|02523900039|4758.4
8458|02523000962|5763.2
8459|02522590609|4422.4
8460|02520400306|4835.2
8461|02520100021|4312.0
8462|02519450122|5881.6
8463|02519300244|4848.0
8464|02518950999|3696.0
8465|02517260200|4544.0
8466|02516980469|5065.6
8467|02516590151|4585.6
8468|02516230428|11657.6
8469|02515720429|5337.6
8470|02515490064|4688.0
8471|02513020418|5065.6
8472|02512500782|4422.4
8473|02510290030|4534.4
8474|02508520422|5619.2
8475|02506880463|4425.6
8476|02506460027|5110.4
8477|02506190418|2728.0
8478|02504290467|5548.8
8479|02501610428|7024.0
8480|02501540419|2200.0
8481|02501510420|10240.0
8482|02500960063|7008.0
8483|02500920596|3960.0
8484|02493200410|6633.6
8485|02492530817|10627.2
8486|02491900359|5878.4
8487|02491060998|5436.8
8488|02488310398|6224.0
8489|02488150547|1848.0
8490|02487480440|5843.2
8491|02486800416|4918.4
8492|02486100064|9865.6
8493|02486050996|5475.2
8494|02485690065|4400.0
8495|02483410425|4444.8
8496|02482570997|5193.6
8497|02480860424|5468.8
8498|02480240064|4569.6
8499|02480210067|4528.0
8500|02479000842|5635.2
8501|02478130442|6908.8
8502|02478130392|4806.4
8503|02477590281|4547.2
8504|02475690042|5251.2
8505|02475080442|4467.2
8506|02474020027|8419.2
8507|02471840229|4832.0
8508|02471530549|4448.0
8509|02470250206|4419.2
8510|02466830391|4646.4
8511|02466770464|4534.4
8512|02465680813|4899.2
8513|02465600068|4534.4
8514|02464490230|4764.8
8515|02464290127|6396.8
8516|02461720043|5203.2
8517|02461380426|4873.6
8518|02461330397|4403.2
8519|02460430909|4540.8
8520|02459240418|4825.6
8521|02457320444|4540.8
8522|02456670401|4976.0
8523|02455420444|4512.0
8524|02455390373|5040.0
8525|02454450442|4720.0
8526|02452470277|5203.2
8527|02451150425|4662.4
8528|02450550443|3344.0
8529|02450490699|5689.6
8530|02448090064|2992.0
8531|02447050598|4595.2
8532|02446520021|4649.6
8533|02446070035|4860.8
8534|02445820505|4608.0
8535|02445760396|5884.8
8536|02445050509|2992.0
8537|02444420448|5785.6
8538|02442370421|5193.6
8539|02441300395|6035.2
8540|02438950814|5353.6
8541|02436010991|5977.6
8542|02435580440|5820.8
8543|02434610446|4700.8
8544|02434160988|4451.2
8545|02434080988|6057.6
8546|02434000242|5097.6
8547|02433430184|6899.2
8548|02433300270|4668.8
8549|02432570444|4585.6
8550|02432210975|10745.6
8551|02431800164|2552.0
8552|02430550463|4499.2
8553|02430030029|8080.0
8554|02430010393|5353.6
8555|02429570043|6313.6
8556|02429050962|5667.2
8557|02427030446|4435.2
8558|02424540801|4547.2
8559|02423490032|3696.0
8560|02422290748|4544.0
8561|02421340999|4873.6
8562|02421300449|4710.4
8563|02421180692|4406.4
8564|02420680395|4764.8
8565|02420450419|6163.2
8566|02419280744|6288.0
8567|02419270448|3520.0
8568|02418510505|4572.8
8569|02416810501|4560.0
8570|02412670909|5187.2
8571|02412220341|5488.0
8572|02411850809|2992.0
8573|02411120062|5011.2
8574|02411100510|3784.0
8575|02410960039|4899.2
8576|02410840561|1760.0
8577|02410830463|4406.4
8578|02410630244|6329.6
8579|02408750301|4627.2
8580|02408030068|4585.6
8581|02407800206|6659.2
8582|02407480504|11734.4
8583|02406630208|7766.4
8584|02406000543|5315.2
8585|02405560422|3344.0
8586|02404820447|4534.4
8587|02403910694|3872.0
8588|02403140037|4569.6
8589|02401080276|5516.8
8590|02400780447|6908.8
8591|02399090840|5820.8
8592|02397870508|5388.8
8593|02397690203|4732.8
8594|02396580462|5881.6
8595|02396000446|4697.6
8596|02396000420|5814.4
8597|02395300540|4816.0
8598|02394990515|1936.0
8599|02390370787|4515.2
8600|02390070361|4716.8
8601|02388920544|5347.2
8602|02388120566|4585.6
8603|02388060564|2464.0
8604|02387770692|4614.4
8605|02387710441|4544.0
8606|02387200518|4780.8
8607|02386660225|4960.0
8608|02386470427|4512.0
8609|02386070516|4592.0
8610|02384250235|6172.8
8611|02384040412|4620.8
8612|02383050032|4620.8
8613|02382720411|4662.4
8614|02382050405|5292.8
8615|02381760467|5260.8
8616|02381700901|4537.6
8617|02381230446|4652.8
8618|02381030408|5254.4
8619|02380620563|5228.8
8620|02380460812|4710.4
8621|02379960418|4601.6
8622|02379510510|4889.6
8623|02379360031|5260.8
8624|02377250507|4441.6
8625|02377190877|4448.0
8626|02376860975|5286.4
8627|02374830186|6057.6
8628|02374290308|3784.0
8629|02373100508|4595.2
8630|02372780847|5497.6
8631|02372400032|6233.6
8632|02372330460|6169.6
8633|02371920402|3696.0
8634|02370100030|5494.4
8635|02368520025|32684.8
8636|02367930167|9529.6
8637|02366660443|4668.8
8638|02366230031|4508.8
8639|02365200068|4700.8
8640|02364690202|9392.0
8641|02363880465|5177.6
8642|02361760503|4803.2
8643|02361310440|4448.0
8644|02361110410|4582.4
8645|02361030444|4441.6
8646|02360870121|8016.0
8647|02359320344|4950.4
8648|02359010135|6432.0
8649|02357370689|4460.8
8650|02356180444|4312.0
8651|02356020442|4136.0
8652|02355110749|4502.4
8653|02354380467|4136.0
8654|02354270569|5331.2
8655|02354220515|5395.2
8656|02353520980|4998.4
8657|02353370519|4816.0
8658|02352290684|5142.4
8659|02352040261|4992.0
8660|02350920514|4700.8
8661|02350480238|5753.6
8662|02350460685|7353.6
8663|02349070512|5254.4
8664|02347950640|4857.6
8665|02347850220|5667.2
8666|02347390391|4937.6
8667|02347250686|4681.6
8668|02347240463|4668.8
8669|02346410034|5753.6
8670|02346180413|4566.4
8671|02345770396|4588.8
8672|02345600031|6505.6
8673|02345500686|3080.0
8674|02345160416|5129.6
8675|02344960501|6192.0
8676|02344910746|4435.2
8677|02344320342|6326.4
8678|02340920426|5126.4
8679|02340620547|3520.0
8680|02339930444|3520.0
8681|02339560399|6304.0
8682|02339170975|6412.8
8683|02338710698|5904.0
8684|02338090406|4486.4
8685|02337680421|4835.2
8686|02337650465|5411.2
8687|02337140160|4726.4
8688|02336370040|4444.8
8689|02336170200|5756.8
8690|02335950024|5766.4
8691|02334570989|6812.8
8692|02333120695|6169.6
8693|02332150503|4473.6
8694|02331630687|4569.6
8695|02330490562|5795.2
8696|02330440500|4905.6
8697|02330070513|10649.6
8698|02329430231|4758.4
8699|02329250027|4636.8
8700|02328740028|5657.6
8701|02327460511|5987.2
8702|02327220410|5907.2
8703|02326910680|4982.4
8704|02325780803|4662.4
8705|02325160444|4435.2
8706|02323900569|4544.0
8707|02322830973|4864.0
8708|02322780541|4528.0
8709|02321610509|5814.4
8710|02321240448|4496.0
8711|02320930445|4425.6
8712|02320730399|3784.0
8713|02320710029|5440.0
8714|02320330448|4560.0
8715|02320170513|8816.0
8716|02319410367|8518.4
8717|02318880396|5392.0
8718|02317800049|6153.6
8719|02316370226|4995.2
8720|02314110400|4873.6
8721|02313700417|9788.8
8722|02312080787|4710.4
8723|02311670687|2024.0
8724|02310910449|5241.6
8725|02310870221|3344.0
8726|02310620352|10931.2
8727|02310120049|4720.0
8728|02310080466|5363.2
8729|02309790398|4425.6
8730|02308490974|5504.0
8731|02308280441|5488.0
8732|02305820975|5884.8
8733|02305240398|4800.0
8734|02305030393|5049.6
8735|02304560507|6745.6
8736|02300810419|4652.8
8737|02300570682|4422.4
8738|02299890513|4736.0
8739|02297350809|6147.2
8740|02296770684|5868.8
8741|02296180033|7580.8
8742|02295740209|4768.0
8743|02294780420|4473.6
8744|02292960511|3080.0
8745|02291620686|4444.8
8746|02291600241|5091.2
8747|02291220974|9187.2
8748|02289860443|4464.0
8749|02289730166|3696.0
8750|02288930031|5740.8
8751|02288640069|4899.2
8752|02286750746|8505.6
8753|02286520545|4451.2
8754|02286260977|9488.0
8755|02285250565|7296.0
8756|02285120446|4496.0
8757|02284520596|4524.8
8758|02284000599|4563.2
8759|02283720502|7027.2
8760|02282860390|4732.8
8761|02282030903|4854.4
8762|02280500600|5462.4
8763|02279990994|5014.4
8764|02278400995|4886.4
8765|02278360686|4419.2
8766|02277300972|5363.2
8767|02276790686|5036.8
8768|02275540413|4694.4
8769|02275240162|18812.8
8770|02275070445|4784.0
8771|02274960224|5715.2
8772|02274340245|4787.2
8773|02273490447|4518.4
8774|02273320024|4656.0
8775|02273240412|5164.8
8776|02270680164|4924.8
8777|02269560682|4432.0
8778|02269550501|4899.2
8779|02268650682|4649.6
8780|02268330681|4614.4
8781|02267410500|6227.2
8782|02267070510|5420.8
8783|02266660238|4691.2
8784|02266100508|10256.0
8785|02265790598|5040.0
8786|02264480068|6028.8
8787|02264470549|4588.8
8788|02264220506|4476.8
8789|02261730226|4988.8
8790|02261600510|7235.2
8791|02261580415|4563.2
8792|02260830225|4588.8
8793|02259950356|4752.0
8794|02259650444|4681.6
8795|02259430516|6700.8
8796|02259160568|2376.0
8797|02258450440|4483.2
8798|02257230561|4662.4
8799|02255200541|4742.4
8800|02254300367|5091.2
8801|02254240563|5116.8
8802|02254130269|4937.6
8803|02253640417|4758.4
8804|02253600379|4585.6
8805|02253000166|5312.0
8806|02252270448|4454.4
8807|02249910445|4892.8
8808|02247290394|7360.0
8809|02246940924|4448.0
8810|02246080515|7929.6
8811|02245870965|11760.0
8812|02245730441|5721.6
8813|02244190449|4537.6
8814|02243700065|7753.6
8815|02242400444|4678.4
8816|02241570593|4312.0
8817|02241460787|4780.8
8818|02238730366|5302.4
8819|02238650069|5328.0
8820|02238570200|3344.0
8821|02238000273|5036.8
8822|02236990681|5798.4
8823|02235630569|4473.6
8824|02235550684|6003.2
8825|02234550065|4544.0
8826|02233450283|5388.8
8827|02233110515|4496.0
8828|02233030747|3256.0
8829|02230480390|5270.4
8830|02230230506|5548.8
8831|02229880519|5644.8
8832|02228960684|5481.6
8833|02228750564|5251.2
8834|02227650138|4659.2
8835|02226740682|5804.8
8836|02226620504|4745.6
8837|02225810064|5350.4
8838|02222180446|4675.2
8839|02221990985|4912.0
8840|02220610964|5932.8
8841|02220330977|10179.2
8842|02219620685|4592.0
8843|02219190689|5024.0
8844|02218000509|6768.0
8845|02217180302|4438.4
8846|02214540425|5318.4
8847|02214100238|3256.0
8848|02213820166|6355.2
8849|02213390343|4771.2
8850|02213230366|5116.8
8851|02212190272|5606.4
8852|02209990445|10630.4
8853|02209580519|4976.0
8854|02206610392|6262.4
8855|02206410033|3432.0
8856|02205750066|4486.4
8857|02205390137|5385.6
8858|02204950444|4416.0
8859|02204780445|5142.4
8860|02204420208|3432.0
8861|02203431206|5334.4
8862|02203100264|5299.2
8863|02202770448|4515.2
8864|02202640518|8374.4
8865|02199230356|6332.8
8866|02198820686|2904.0
8867|02198450427|5264.0
8868|02198160307|6534.4
8869|02196080689|4752.0
8870|02195750563|4793.6
8871|02194851206|6204.8
8872|02194140352|8966.4
8873|02193870686|4707.2
8874|02191400544|4835.2
8875|02190450409|4748.8
8876|02190290995|4492.8
8877|02189690973|3168.0
8878|02189360809|1936.0
8879|02188780502|6153.6
8880|02188440016|4617.6
8881|02188190165|5788.8
8882|02187820549|2112.0
8883|02187040346|5740.8
8884|02185950686|5251.2
8885|02184940563|4998.4
8886|02181140027|4515.2
8887|02179730391|4492.8
8888|02178720591|5190.4
8889|02173350972|7385.6
8890|02172950442|4556.8
8891|02172620441|4518.4
8892|02171340686|4736.0
8893|02170730903|4441.6
8894|02170510594|5587.2
8895|02167360680|3520.0
8896|02166610689|5977.6
8897|02166330684|6579.2
8898|02164770683|4467.2
8899|02164670685|5084.8
8900|02163640689|6131.2
8901|02162950352|19350.4
8902|02162810275|4870.4
8903|02162500686|4700.8
8904|02159060686|5020.8
8905|02158090684|4312.0
8906|02157790037|4656.0
8907|02157650132|4614.4
8908|02156850501|5891.2
8909|02156840502|6185.6
8910|02156760684|4480.0
8911|02156530517|6720.0
8912|02155610500|4598.4
8913|02155090612|5558.4
8914|02153940560|6131.2
8915|02153280561|5625.6
8916|02150980684|3608.0
8917|02149190171|6067.2
8918|02148810415|6009.6
8919|02147740449|4499.2
8920|02146550500|4473.6
8921|02146030503|5497.6
8922|02145100687|7014.4
8923|02144160138|5142.4
8924|02144140502|5043.2
8925|02143960421|4876.8
8926|02143490445|4937.6
8927|02143380448|3344.0
8928|02142590278|4979.2
8929|02142440508|5260.8
8930|02141100509|5027.2
8931|02139270504|4816.0
8932|02138650995|4678.4
8933|02136740699|5350.4
8934|02134750666|2904.0
8935|02134160502|3432.0
8936|02132670247|5270.4
8937|02132370269|5798.4
8938|02132130044|6006.4
8939|02131370997|7804.8
8940|02130220367|4758.4
8941|02128730500|5001.6
8942|02127470561|4979.2
8943|02127450209|8710.4
8944|02124280518|5033.6
8945|02122700541|4780.8
8946|02122240563|4723.2
8947|02120950221|5369.6
8948|02120300682|4995.2
8949|02119960686|7011.2
8950|02119690564|5289.6
8951|02118800990|2200.0
8952|02118790688|5072.0
8953|02118260666|4136.0
8954|02117360665|5504.0
8955|02117080388|5100.8
8956|02115780682|4822.4
8957|02115770683|5251.2
8958|02115430924|4470.4
8959|02115160364|5222.4
8960|02114630201|4473.6
8961|02112630500|10393.6
8962|02112470444|4454.4
8963|02112080508|4732.8
8964|02111450991|5344.0
8965|02111380446|2992.0
8966|02109090163|5385.6
8967|02107320661|6451.2
8968|02107290609|3960.0
8969|02105660449|5283.2
8970|02105180448|4515.2
8971|02103530503|6416.0
8972|02103460164|5920.0
8973|02102650047|4556.8
8974|02102520380|4422.4
8975|02102270440|4780.8
8976|02102230998|4684.8
8977|02101840508|2024.0
8978|02097471201|4585.6
8979|02097030445|4422.4
8980|02096470568|5708.8
8981|02096280413|4921.6
8982|02094880891|5929.6
8983|02094830664|4486.4
8984|02094350671|3696.0
8985|02094100761|6176.0
8986|02093610687|5465.6
8987|02092880687|6934.4
8988|02092150677|4883.2
8989|02091370565|6291.2
8990|02090390689|6723.2
8991|02090180569|5472.0
8992|02089590505|5500.8
8993|02089120667|4595.2
8994|02087530685|6873.6
8995|02086630510|4998.4
8996|02086180243|5139.2
8997|02083180469|5324.8
8998|02082540226|5238.4
8999|02082230968|4544.0
9000|02081530673|8259.2
9001|02078861206|4902.4
9002|02077940126|4524.8
9003|02077730998|4620.8
9004|02077510846|8057.6
9005|02075480679|3520.0
9006|02074900438|4617.6
9007|02072030501|4796.8
9008|02071600239|5222.4
9009|02071280024|4492.8
9010|02071190124|4803.2
9011|02070960592|10409.6
9012|02070920992|23417.6
9013|02070500042|4761.6
9014|02070170689|5712.0
9015|02069360390|5600.0
9016|02068570189|4048.0
9017|02068040993|5251.2
9018|02067350443|4595.2
9019|02067070132|3872.0
9020|02067010906|4691.2
9021|02066820784|4912.0
9022|02066430675|4921.6
9023|02065800670|4419.2
